text,label,spam_categories,target_Bank Scam,target_Gambling,target_General Spam,target_Phishing,cleaned_text,nb_label
BOSS! Swerte mo today. Panalo na sa MCW. Free 855 credits: bit.ly/secure-ph-947590,Gambling,['Gambling'],0,1,0,0,bossi swerte today panalo mcw free bs credit urllink,Spam
Send Money seamlessly from your BDO account to another BDO account for FREE. Enjoy a minimal InstaPay fee of P10 for transfers to other banks and wallets. Download BDO Pay now!,Ham,[],0,0,0,0,send money seamlessly your bdo account another bdo account free enjoy minimal instapay fee pio transfer bank wallet download bdo pay nowi,Ham
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,General Spam,['General Spam'],0,0,1,0,sp alfie moon child need song ur mob tell ur mb txt tone charity boot nokias poly charity polys zed obtoiaitoi profit charity,Spam
"<REAL NAME>, DS88 Cockfighting is also available here in SBET, play here to win more prizes! Visit now and enjoy; sbetmanalo.com",General Spam,['General Spam'],0,0,1,0,real name dsbb cockfighting also available here sbet play here win more prizesi visit now enjoy sbetmanalocom,Spam
<#> 465979 is your Grab Activation Code (GAC). It expires in 2 minutes. Do not share it with anyone. H9CMNjtZ1r6,Ham,[],0,0,0,0,agsgtg your grab activation code cgac expires minute not share anyone hgcmnjtzirg,Ham
Knows niyo assigment sa math?,Ham,[],0,0,0,0,know niyo assigment math,Ham
"Last day na today para makakuha ng P50 Mercury Drug voucher! Para loaded sa healthcare ang pasukan, mag-load na ng FamSURF499 or up via GCash today. Voucher available until supplies last. No advisories? Text OFF to 2636 for free.",Ham,[],0,0,0,0,last day today makakuha pso mercury drug voucheri loaded healthcare pasukan magload famsurfagg via gcash today voucher available supply last no advisory text geg free,Ham
"MAYA Alert! Someone tried to access your wallet from Pasay. If not you, block: bit.ly/secure-ph-797164",Bank Scam,['Bank Scam'],1,0,0,0,maya alerti someone tried access your wallet pasay not you block urllink,Spam
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,Phishing,['Phishing'],0,0,0,1,you woni valued vodafone customer our computer picked you win iso prize collect easy just call ogogitaeebg,Spam
Wala na daw silang hotdog,Ham,[],0,0,0,0,wala daw silang hotdog,Ham
Apple ID: Someone logged in from Quezon City. Secure account: bit.ly/secure-ph-713283,Phishing,['Phishing'],0,0,0,1,apple id someone logged quezon city secure account urllink,Spam
Nag-expire na ang Unli Calls mo.,Ham,[],0,0,0,0,nagexpire unli call,Ham
"Landbank Alert! Someone tried to access your wallet from Cebu. If not you, block: bit.ly/secure-ph-167843",Bank Scam,['Bank Scam'],1,0,0,0,landbank alerti someone tried access your wallet cebu not you block urllink,Spam
94362 is your Facebook confirmation code,Ham,[],0,0,0,0,gaeg your facebook confirmation code,Ham
Tracking Code (RR*197PH) The courier arrived 1 days ago but delivery failed. Please visit pw29b.cn and we will reschedule the delivery after your validate.,Phishing,['Phishing'],0,0,0,1,tracking code crrigtph courier arrived day ago delivery failed please visit pwgbcn we reschedule delivery your validate,Spam
Quote of the day: Swerte ka ngayon sa pera! Reply UNSUB to stop.,Gambling,['Gambling'],0,1,0,0,quote day swerte ka ngayon perai reply unsub stop,Spam
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-789810 to avoid deactivation.,Gambling,['Gambling'],0,1,0,0,sim registration huling babalai register your sim urllink avoid deactivation,Spam
Part-time Job hiring! Facebook Affiliate is looking for staff. Earn P800-P2000 daily. Apply: bit.ly/secure-ph-933569,Phishing,['Phishing'],0,0,0,1,parttime job hiringi facebook affiliate looking staff earn pboopooo daily apply urllink,Spam
Your 500.00 credit will expire in 2 hours. Pagcor has given approval. Take action now: https://bit.ly/4jIPuJf,Gambling,['Gambling'],0,1,0,0,your soooo credit expire hour pagcor given approval take action now urllink,Spam
Some of them told accenture is not confirm. Is it true.,Ham,[],0,0,0,0,told accenture not confirm true,Ham
You have received PHP 1000.00 of GCash from AB*******M L. 09153713344 w/ MSG: . Your new balance is PHP 1521.52. Ref. No. 9006522777166.,Ham,[],0,0,0,0,you received php iooooo gcash abm l ogisetieeaa w msg your new balance php isi ref no googstttigg,Ham
Pa centro ba u?,Ham,[],0,0,0,0,centro u,Ham
"Never run out of data. Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",Ham,[],0,0,0,0,never run data manage your subscription check smart app bigger longer data no expiry offer morei smrtphsmartapp,Ham
BPI: Ur account is unauthorized login. Pls verify identity now d2: bit.ly/secure-ph-774317,Bank Scam,['Bank Scam'],1,0,0,0,bpi ur account unauthorized login pls verify identity now urllink,Spam
You are the lucky winner of Toyota Vios from Shell Promo. Call 09615803020.,Phishing,['Phishing'],0,0,0,1,you lucky winner toyota vios shell promo call oggisboeoo,Spam
MAYA-Verify: Final notice for KYC update. Protect your funds now: maya-kyc-verify.net,Bank Scam,['Bank Scam'],1,0,0,0,mayaverify final notice kyc update protect your fund now mayakycverifynet,Spam
Mam ninja van po,Ham,[],0,0,0,0,mam ninja van,Ham
WINNER! Chosen ur cell # for P1M Shell anniversary promo. Call now: 09951234567,Phishing,['Phishing'],0,0,0,1,winneri chosen ur cell pim shell anniversary promo call now oggsieasgt,Spam
Looking for extra income? Shopee needs 50 people for remote work. Register: bit.ly/secure-ph-501547,Gambling,['Gambling'],0,1,0,0,looking extra income shopee need people remote work register urllink,Spam
Looking for extra income? Lazada needs 50 people for remote work. Register: bit.ly/secure-ph-784676,Gambling,['Gambling'],0,1,0,0,looking extra income lazada need people remote work register urllink,Spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,General Spam,['General Spam'],0,0,1,0,privatei your ooe account statement show boo unredeemed sim point call obtibtebooi identifier code agsst expires giioa,Spam
"Hi, I'm recruiter for Remote Staff. Your profile is selected for 500-1500 pay. Info: bit.ly/secure-ph-892077",General Spam,['General Spam'],0,0,1,0,hi im recruiter remote staff your profile selected sooisoo pay info urllink,Spam
"Hi Mr/Ms CHRISTOPHER, RDCN 75008 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,[],0,0,0,0,hi mrms christopher rdcn tsoob claimed rdpawnshop penbank villarica truemoney branch please present valid id thank youi,Ham
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-352879 to avoid deactivation.,Gambling,['Gambling'],0,1,0,0,sim registration huling babalai register your sim urllink avoid deactivation,Spam
"It's not too late to claim your FREEBIE of 180 mins of calls to Globe/TM, valid for 2 days. Simply load at least P50 one time by 01/13/2024. If you've already claimed your freebie, please disregard this message. REF#: FGRN18",Ham,[],0,0,0,0,not late claim your freebie igbo min call globetm valid day simply load least pso one time oiieoa youve already claimed your freebie please disregard message ref fgrnib,Ham
"Hi! As of 12/06/22 05:06, there is 497.38MB left from your SURF4ALL group promo. This is valid until 12/06/22 23:15.",Ham,[],0,0,0,0,hii iog osog agtebmb left your surfaall group promo valid iog eis,Ham
Always stay connected. Manage your account & subscriptions with just a tap in the Smart App smrt.ph/CheckUsage,Ham,[],0,0,0,0,always stay connected manage your account subscription just tap smart app smrtphcheckusage,Ham
"<NAME>. Aloha! Huwag palampasin ang SVIP promo, 500 deposit, 300 regalo. sm77.ca/ertr8",General Spam,['General Spam'],0,0,1,0,name alohai huwag palampasin svip promo soo deposit eoo regalo smttcaertrb,Spam
Ur the lucky winner of Galaxy S24 from Petron. Valid for 24hrs. Pls call 09118869165.,Phishing,['Phishing'],0,0,0,1,ur lucky winner galaxy petron valid ahrs pls call ogiibbggigs,Spam
Customer satisfaction survey: Rate our service to get a free burger. Claim your prize now.,Phishing,['Phishing'],0,0,0,1,customer satisfaction survey rate our service get free burger claim your prize now,Spam
"Goodmorning Leivette, you have an appointment today @ 3:30pm. and need po mag soot ng medyas bago pumasok sa waiting area.-CLINICA NUYAD",Ham,[],0,0,0,0,goodmorning leivette you appointment today eeopm need mag soot medyas bago pumasok waiting areaclinica nuyad,Ham
Expired na ba ang iyong Globe At Home Prepaid WiFi SIM? 'Wag mag-alala dahil available na ang Prepaid WiFi SIM only for just P88 na may kasamang FREE 10GB shareable data! Visit the Official Globe Shopee or Lazada Stores para bumili ng SIM at i-enjoy ang mga sulit promos na sakto sa pamilya. No advisories? Text OFF to 2686 for FREE.,Ham,[],0,0,0,0,expired iyong globe home prepaid wifi sim wag magalala dahil available prepaid wifi sim only just pbb may kasamang free iogb shareable datai visit official globe shopee lazada store bumili sim ienjoy sulit promos sakto pamilya no advisory text gbg free,Ham
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-320848,Phishing,['Phishing'],0,0,0,1,netflix ph your membership hold update payment continue urllink,Spam
Ang mahal ng joyride ngayon,Ham,[],0,0,0,0,mahal joyride ngayon,Ham
Your MAYA credit card has been used for P100k. Report if unauthorized: bit.ly/secure-ph-432344,Bank Scam,['Bank Scam'],1,0,0,0,your maya credit card used piook report unauthorized urllink,Spam
Where are you lover ? I need you ...,Ham,[],0,0,0,0,you lover need you,Ham
"[Binance] You have successfully added a new P2P payment method: Gcash. If you did not perform this action, please change your password immediately.",Ham,[],0,0,0,0,binance you successfully added new pp payment method gcash you not perform action please change your password immediately,Ham
PH-WINNER: Daily raffle winner announced! See if you won: ph-winner-results.ph,Phishing,['Phishing'],0,0,0,1,phwinner daily raffle winner announcedi see you phwinnerresultsph,Spam
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,General Spam,['General Spam'],0,0,1,0,valentine day speciali win iooo our quiz take your partner trip lifetimei send go begoo now isopmsg rcvd custcareobtibtooi,Spam
GCASH Notice: Urgent security update required for your online banking. Login: bit.ly/ph-45064,Bank Scam,['Bank Scam'],1,0,0,0,gcash notice urgent security update required your online banking login urllink,Spam
Your new GCash American Express Virtual Pay security code is 6553. You may change this code anytime in the GCash App for your security. Trace No 870029.,Ham,[],0,0,0,0,your new gcash american express virtual pay security code gsse you may change code anytime gcash app your security trace no btoog,Ham
Iwan niyo na lang po ung sukli dyan,Ham,[],0,0,0,0,iwan niyo ung sukli dyan,Ham
Or ill be a little closer like at the bus stop on the same street,Ham,[],0,0,0,0,ill little closer like bus stop street,Ham
"It's not too late to claim your FREEBIE of 180 mins of calls to Globe/TM, valid for 2 days. Simply load at least P50 one time by 10/06/2025. If you've already claimed your freebie, please disregard this message. REF#: FGELE43",Ham,[],0,0,0,0,not late claim your freebie igbo min call globetm valid day simply load least pso one time ioogos youve already claimed your freebie please disregard message ref fgeleae,Ham
Looking for extra income? Amazon PH needs 50 people for remote work. Register: bit.ly/secure-ph-365531,"Gambling, Phishing","['Gambling', 'Phishing']",0,1,0,1,looking extra income amazon ph need people remote work register urllink,Spam
Verify your EastWest mobile number to avoid account deletion. Update here: bit.ly/secure-ph-333652,Bank Scam,['Bank Scam'],1,0,0,0,verify your eastwest mobile number avoid account deletion update here urllink,Spam
Mega sale! Up to 50% off on selected items. Visit us today.,General Spam,['General Spam'],0,0,1,0,mega salei selected item visit u today,Spam
Laro na sa 777PUB! Get Daily 50 pesos free pag nag-register today. Link d2: bit.ly/secure-ph-764403,Gambling,['Gambling'],0,1,0,0,laro tttpubi get daily peso free pag nagregister today link urllink,Spam
"BABALA: HUWAG PONG MANIWALA SA TEXT NA NAGLALAMAN NG INYONG PANGALAN NA NAG-AALOK NG TRABAHO, PABUYA O PERA.ITO PO AY ISANG SCAM. I-REPORT SA HTTPS://NTC.GOV.PH",Ham,[],0,0,0,0,babala huwag pong maniwala text naglalaman inyong pangalan nagaalok trabaho pabuya peraito isang scam ireport urllink,Ham
"Your One-Time Password (OTP) is 594816, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.271734",Ham,[],0,0,0,0,your onetime password cotp sgabig please enter within minute call bdo customer contact center you not login your account refnotitea,Ham
10/10 12:39: P50.00 loaded to 09129094503 from xxxxxxxx4306 for 1 year. Ref:9JA0K5N36S. Load EXTRA LOAD P75 & up to get EXTRA FREEBIES!,Ham,[],0,0,0,0,ioio ieg psooo loaded ogigogasoe xxxxxxxxaeog year refgjaoksnegs load extra load pt get extra freebiesi,Ham
Lights out and away we go! Join the 'Mo Creds Raffle for a chance to win an all-expenses-paid trip to watch the Singapore Grand Prix LIVE. Just swap your No Expiry GBs for selected lifestyle vouchers on 'Mo Creds to earn raffle entries. Go to http://bit.ly/GOMOMoCreds and start swappin' today! No advisories? Text OFF to 2686 for free.,Ham,[],0,0,0,0,light away we goi join cred raffle chance win allexpensespaid trip watch singapore grand prix live just swap your no expiry gb selected lifestyle voucher cred earn raffle entry go urllink start swappin todayi no advisory text gbg free,Ham
"Race to riches! Claim your 7,777p Free Bonus at panaloka.de Speed through the Mystery AMPAO and win 500,000p! Fast-track your fortune!","Gambling, Phishing","['Gambling', 'Phishing']",0,1,0,1,race richesi claim your ttttp free bonus panalokade speed mystery ampao win sooooopi fasttrack your fortunei,Spam
LAZADA-REWARDS: 500 points expiring today. Redeem now: bit.ly/laz-redeem-points,Phishing,['Phishing'],0,0,0,1,lazadarewards soo point expiring today redeem now urllink,Spam
G-216092 is your Google verification code.,Ham,[],0,0,0,0,gigog your google verification code,Ham
"COINS ALERT: You are attempting to SEND FUNDS from your Coins Wallet. Use this code to confirm: 287297. If you did not make this request, email report@coins.ph.",Ham,[],0,0,0,0,coin alert you attempting send fund your coin wallet use code confirm btgt you not make request email reportacoinsph,Ham
Flash Express: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-486176,Phishing,['Phishing'],0,0,0,1,flash express parcel held distribution center pay custom fee urllink,Spam
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-297846 to avoid deactivation.,Gambling,['Gambling'],0,1,0,0,sim registration huling babalai register your sim urllink avoid deactivation,Spam
C0NGRATS! Ur number won P100k from PCSO. Call Atty. Santos 09232418302.,Phishing,['Phishing'],0,0,0,1,congratsi ur number piook pcso call atty santos ogeaibeo,Spam
"Hi, your GoUNLI will end on 2023-06-18, 00:33:40. Check out the New GlobeOne app at https://glbe.co/NewGlobeONE if you want to register to more data promos.",Ham,[],0,0,0,0,hi your gounli end oeogib ooeeao check new globeone app urllink you want register more data promos,Ham
